Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,67.0%,-7.7,7.3,89.7,-9.6
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,3.6%,-6.5,5.8,88.3,-0.8
SL,17.3%,0.6,4.2,85.4,-0.6
CU,1.8%,2.4,-4.6,74.4,0.0
KC,,,,,
EP,,,,,
CH,10.3%,-6.5,6.2,83.0,1.7
SC,,,,,
KN,,,,,
UN,,,,,
