Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,40.2%,-5.7,9.0,94.8,3.9
FT,27.8%,-8.2,6.6,94.6,-8.0
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,21.9%,1.9,1.4,85.1,-5.1
CU,0.8%,5.4,-0.8,79.7,0.5
KC,,,,,
EP,,,,,
CH,9.3%,-6.9,5.3,85.7,-4.4
SC,,,,,
KN,,,,,
UN,,,,,
