Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,37.5%,8.0,8.7,89.2,-7.0
FT,33.0%,11.2,5.3,88.4,3.7
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,14.6%,-2.1,-3.5,74.6,3.3
KC,,,,,
EP,,,,,
CH,14.9%,9.7,5.6,80.1,-5.3
SC,,,,,
KN,,,,,
UN,,,,,
