Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,,,,,
FT,,,,,
FC,1.5%,-1.5,5.9,86.2,1.3
FS,,,,,
FO,,,,,
SI,67.7%,-9.3,3.3,88.6,0.9
SL,26.8%,2.0,0.5,81.5,-9.1
CU,,,,,
KC,,,,,
EP,,,,,
CH,3.9%,-7.4,1.3,84.0,-2.4
SC,,,,,
KN,,,,,
UN,,,,,
