Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,30.3%,-6.0,9.7,92.7,2.1
FT,,,,,
FC,14.4%,0.8,5.2,88.5,1.1
FS,,,,,
FO,,,,,
SI,23.3%,-9.0,4.9,92.6,0.3
SL,11.7%,2.5,1.4,84.7,12.8
CU,,,,,
KC,12.7%,5.3,-6.0,77.4,-10.6
EP,,,,,
CH,7.6%,-7.1,5.7,81.7,-6.7
SC,,,,,
KN,,,,,
UN,,,,,
