Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,30.5%,-3.7,9.4,90.4,-1.1
FT,2.0%,-6.1,6.6,90.5,-2.3
FC,39.8%,3.4,4.4,86.8,1.3
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,23.5%,9.2,-7.7,72.8,7.5
KC,,,,,
EP,,,,,
CH,4.2%,-6.3,4.7,82.2,0.1
SC,,,,,
KN,,,,,
UN,,,,,
