Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,48.3%,-6.0,5.7,93.2,-5.7
FT,25.3%,-9.0,3.7,92.7,-3.6
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,13.2%,3.0,1.7,84.8,2.1
CU,0.0%,-0.2,2.6,73.2,-0.1
KC,,,,,
EP,,,,,
CH,13.2%,-4.2,2.2,86.1,-9.8
SC,,,,,
KN,,,,,
UN,,,,,
