Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,59.3%,4.6,10.4,92.3,20.7
FT,14.1%,8.5,5.5,90.4,-0.6
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,12.7%,-0.9,3.7,85.3,3.7
CU,1.7%,-0.9,-3.7,75.9,-3.2
KC,,,,,
EP,,,,,
CH,12.3%,8.3,4.8,86.0,-4.0
SC,,,,,
KN,,,,,
UN,,,,,
