Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,36.4%,5.8,10.7,90.6,0.3
FT,,,,,
FC,27.0%,-0.4,5.7,85.0,5.5
FS,,,,,
FO,,,,,
SI,11.3%,11.1,4.3,89.0,-2.5
SL,,,,,
CU,0.6%,-2.7,-2.9,74.3,-1.5
KC,,,,,
EP,,,,,
CH,24.6%,7.9,8.0,80.9,-3.7
SC,,,,,
KN,,,,,
UN,,,,,
