Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,34.9%,-3.7,9.1,92.7,-16.4
FT,,,,,
FC,0.6%,0.2,9.1,91.4,-0.4
FS,21.6%,-5.8,4.8,86.2,-5.0
FO,,,,,
SI,30.3%,-8.2,7.3,92.0,5.1
SL,,,,,
CU,12.5%,4.9,-7.8,77.7,-7.5
KC,,,,,
EP,,,,,
CH,0.0%,-6.6,8.2,88.7,0.0
SC,,,,,
KN,,,,,
UN,,,,,
