Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,57.1%,-6.5,7.3,91.6,-10.4
FT,,,,,
FC,,,,,
FS,2.2%,-7.7,3.1,81.9,2.6
FO,,,,,
SI,,,,,
SL,12.9%,0.5,3.7,83.9,-1.9
CU,8.8%,-2.5,-1.8,77.2,0.5
KC,,,,,
EP,,,,,
CH,19.0%,-5.4,4.5,80.7,-1.4
SC,,,,,
KN,,,,,
UN,,,,,
