Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,49.4%,-5.7,9.0,92.8,2.7
FT,10.9%,-8.6,6.7,93.0,-6.6
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,14.8%,1.9,3.2,86.3,2.5
CU,,,,,
KC,21.6%,5.2,-8.3,78.9,7.3
EP,,,,,
CH,3.3%,-8.7,4.7,85.3,0.9
SC,,,,,
KN,,,,,
UN,,,,,
