Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,55.8%,-7.1,7.8,91.2,-0.1
FT,7.8%,-9.8,4.8,91.0,-2.0
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,24.5%,1.4,0.0,80.6,8.5
CU,0.2%,5.1,-8.1,71.9,0.0
KC,,,,,
EP,,,,,
CH,11.7%,-9.1,6.5,81.6,-4.7
SC,,,,,
KN,,,,,
UN,,,,,
