Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,2.4%,-3.9,7.6,92.9,-3.7
FT,36.3%,-7.0,2.6,92.5,-0.4
FC,24.1%,0.1,3.6,91.0,-2.4
FS,,,,,
FO,,,,,
SI,,,,,
SL,30.8%,5.6,0.5,85.7,20.3
CU,1.0%,7.7,-2.1,75.0,0.0
KC,,,,,
EP,,,,,
CH,5.3%,-8.1,4.1,87.0,-1.3
SC,,,,,
KN,,,,,
UN,,,,,
