Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,48.8%,-3.2,8.3,92.7,10.0
FT,6.1%,-7.8,8.3,92.9,-5.6
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,23.3%,2.4,1.8,86.9,6.3
CU,15.8%,4.4,-5.1,78.5,7.0
KC,,,,,
EP,,,,,
CH,5.9%,-6.3,4.2,87.1,-4.1
SC,,,,,
KN,,,,,
UN,,,,,
