Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,15.1%,6.7,8.6,92.2,-1.3
FT,,,,,
FC,32.0%,1.0,6.1,88.8,3.1
FS,,,,,
FO,,,,,
SI,17.7%,10.0,5.9,91.9,0.9
SL,,,,,
CU,9.4%,-2.6,-2.9,77.7,-1.5
KC,,,,,
EP,,,,,
CH,25.8%,8.5,5.6,83.7,-0.3
SC,,,,,
KN,,,,,
UN,,,,,
