Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,61.5%,-6.3,10.1,94.7,14.4
FT,4.5%,-8.8,7.4,94.1,-2.7
FC,,,,,
FS,18.9%,-7.7,3.7,84.5,3.1
FO,,,,,
SI,,,,,
SL,13.2%,2.2,-1.7,79.7,-8.6
CU,,,,,
KC,,,,,
EP,,,,,
CH,1.9%,-7.0,9.1,84.3,0.4
SC,,,,,
KN,,,,,
UN,,,,,
