Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,53.8%,5.5,11.2,88.7,4.0
FT,,,,,
FC,12.4%,-3.0,3.5,83.2,-0.5
FS,,,,,
FO,,,,,
SI,,,,,
SL,4.6%,-0.9,4.0,83.0,1.3
CU,15.9%,-4.1,-8.8,70.7,2.1
KC,,,,,
EP,,,,,
CH,13.2%,5.0,8.9,79.3,-0.1
SC,,,,,
KN,,,,,
UN,,,,,
