Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,18.7%,-5.2,8.9,91.6,6.4
FT,,,,,
FC,2.7%,0.1,4.5,87.2,-0.6
FS,29.3%,-7.7,1.6,84.5,8.0
FO,,,,,
SI,7.1%,-9.6,5.4,90.8,1.1
SL,38.7%,1.0,3.9,82.9,6.6
CU,3.4%,3.3,-4.8,78.5,-0.8
KC,,,,,
EP,,,,,
CH,,,,,
SC,,,,,
KN,,,,,
UN,,,,,
