Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,55.0%,-4.8,10.9,94.2,21.2
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,14.7%,0.9,3.7,84.6,2.2
CU,4.1%,3.4,-8.3,79.4,-4.4
KC,,,,,
EP,,,,,
CH,26.1%,-6.3,7.4,81.7,14.9
SC,,,,,
KN,,,,,
UN,,,,,
