Year,Player Name,Team,WAR
1985,Darrell Evans,DET,4.2
1985,Tony Fernandez,TOR,4.1
1986,Wade Boggs,BOS,7.7
1986,Jesse Barfield,TOR,7.5
1986,Don Mattingly,NYY,7.2
1986,Cal Ripken Jr.,BAL,6.9
1986,Rickey Henderson,NYY,6.4
1986,Tony Gwynn,SDP,6.2
1986,Tim Raines,MON,6.0
1986,Mike Schmidt,PHI,5.8
1986,Keith Hernandez,NYM,5.8
1986,Alan Trammell,DET,5.7
1986,Jim Rice,BOS,5.5
1986,Gary Gaetti,MIN,5.4
1986,Kirby Puckett,MIN,5.3
1986,Kevin Bass,HOU,5.2
1986,Ozzie Smith,STL,4.9
1986,Von Hayes,PHI,4.8
1986,Joe Carter,CLE,4.8
1986,Johnny Ray,PIT,4.5
1986,Lou Whitaker,DET,4.5
1986,Dwight Evans,BOS,4.5
1986,Steve Sax,LAD,4.5
1986,Tony Fernandez,TOR,4.5
1986,Pete O'Brien,TEX,4.3
1986,Frank White,KCR,4.3
1986,Jody Davis,CHC,4.2
1986,Glenn Davis,HOU,4.2
1986,Kevin McReynolds,SDP,4.2
1986,Gary Pettis,CAL,4.1
1986,Eddie Murray,BAL,4.1
1986,Scott Fletcher,TEX,4.1
1987,Wade Boggs,BOS,8.9
1987,Alan Trammell,DET,7.7
1987,Tony Gwynn,SDP,7.4
1987,Eric Davis,CIN,7.1
1987,Dale Murphy,ATL,7.1
1987,Tim Raines,MON,6.7
1987,Ozzie Smith,STL,6.3
1987,Mike Schmidt,PHI,6.1
1987,Paul Molitor,MIL,6.0
1987,Jack Clark,STL,5.7
1987,Darryl Strawberry,NYM,5.5
1987,Barry Bonds,PIT,5.3
1987,Don Mattingly,NYY,5.3
1987,George Bell,TOR,5.3
1987,Andy Van Slyke,PIT,5.1
1987,Mark McGwire,OAK,5.1
1987,Kevin Seitzer,KCR,5.1
1987,Pedro Guerrero,LAD,5.0
1987,Dwight Evans,BOS,4.9
1987,Tony Fernandez,TOR,4.8
1987,Willie Randolph,NYY,4.7
1987,Carney Lansford,OAK,4.7
1987,Brook Jacoby,CLE,4.7
1987,Devon White,CAL,4.6
1987,Darrell Evans,DET,4.6
1987,Jesse Barfield,TOR,4.3
1987,Howard Johnson,NYM,4.3
1987,Bill Doran,HOU,4.2
1987,Will Clark,SFG,4.1
1987,Tim Wallach,MON,4.1
1988,Wade Boggs,BOS,8.6
1988,Mike Greenwell,BOS,7.8
1988,Jose Canseco,OAK,7.6
1988,Kirby Puckett,MIN,7.1
1988,Fred McGriff,TOR,6.6
1988,Dave Henderson,OAK,6.4
1988,Andy Van Slyke,PIT,6.4
1988,Barry Larkin,CIN,6.3
1988,Kirk Gibson,LAD,6.2
1988,Ozzie Smith,STL,5.8
1988,Brett Butler,SFG,5.8
1988,Will Clark,SFG,5.7
1988,Andres Galarraga,MON,5.6
1988,Rickey Henderson,NYY,5.5
1988,Robin Yount,MIL,5.5
1988,Barry Bonds,PIT,5.4
1988,Paul Molitor,MIL,5.3
1988,George Brett,KCR,5.3
1988,Alan Trammell,DET,5.3
1988,Darryl Strawberry,NYM,5.3
1988,Kelly Gruber,TOR,5.3
1988,Ellis Burks,BOS,5.2
1988,Bobby Bonilla,PIT,5.1
1988,Kal Daniels,CIN,5.0
1988,Cal Ripken Jr.,BAL,5.0
1988,Dave Winfield,NYY,5.0
1988,Chris Sabo,CIN,4.8
1988,Tony Fernandez,TOR,4.4
1988,Gary Gaetti,MIN,4.3
1988,Eric Davis,CIN,4.3
1989,Rickey Henderson,N/A,8.4
1989,Wade Boggs,BOS,8.3
1989,Lonnie Smith,ATL,8.1
1989,Will Clark,SFG,8.1
1989,Barry Bonds,PIT,7.1
1989,Howard Johnson,NYM,7.0
1989,Kevin Mitchell,SFG,6.9
1989,Ozzie Smith,STL,6.7
1989,Fred McGriff,TOR,6.4
1989,Cal Ripken Jr.,BAL,5.8
1989,José Oquendo,STL,5.7
1989,Ryne Sandberg,CHC,5.7
1989,Ruben Sierra,TEX,5.6
1989,Julio Franco,TEX,5.5
1989,Robby Thompson,SFG,5.4
1989,Robin Yount,MIL,5.3
1989,Paul Molitor,MIL,5.1
1989,Lou Whitaker,DET,5.1
1989,Von Hayes,PHI,4.9
1989,Glenn Davis,HOU,4.8
1989,Kirby Puckett,MIN,4.7
1989,Ken Caminiti,HOU,4.5
1989,Milt Thompson,STL,4.5
1989,Carney Lansford,OAK,4.4
1989,Mark McGwire,OAK,4.3
1989,Darryl Strawberry,NYM,4.3
1989,Steve Sax,NYY,4.3
1989,Terry Pendleton,STL,4.3
1989,Bobby Bonilla,PIT,4.3
1989,Harold Reynolds,SEA,4.2
1990,Rickey Henderson,OAK,10.2
1990,Barry Bonds,PIT,9.9
1990,Lenny Dykstra,PHI,9.0
1990,Cecil Fielder,DET,6.5
1990,Darryl Strawberry,NYM,6.5
1990,Ryne Sandberg,CHC,6.3
1990,Cal Ripken Jr.,BAL,6.2
1990,Alan Trammell,DET,6.2
1990,Eddie Murray,LAD,5.9
1990,Julio Franco,TEX,5.9
1990,Mark McGwire,OAK,5.7
1990,Edgar Martinez,SEA,5.5
1990,Fred McGriff,TOR,5.5
1990,Dave Magadan,NYM,5.4
1990,Roberto Kelly,NYY,5.4
1990,Barry Larkin,CIN,5.4
1990,Jose Canseco,OAK,5.2
1990,Ron Gant,ATL,5.1
1990,Ken Griffey Jr.,SEA,5.0
1990,Bip Roberts,SDP,5.0
1990,Matt Williams,SFG,5.0
1990,Carlton Fisk,CHW,5.0
1990,Tony Fernandez,TOR,4.9
1990,Willie McGee,N/A,4.8
1990,Lance Parrish,CAL,4.6
1990,Jesse Barfield,NYY,4.6
1990,Brett Butler,SFG,4.6
1990,Andy Van Slyke,PIT,4.4
1990,Darren Daulton,PHI,4.4
1990,Kal Daniels,LAD,4.4
1991,Cal Ripken Jr.,BAL,10.6
1991,Barry Bonds,PIT,7.8
1991,Frank Thomas,CHW,7.3
1991,Ken Griffey Jr.,SEA,6.9
1991,Ryne Sandberg,CHC,6.4
1991,Devon White,TOR,6.4
1991,Terry Pendleton,ATL,6.3
1991,Wade Boggs,BOS,6.1
1991,Lou Whitaker,DET,6.1
1991,Barry Larkin,CIN,6.0
1991,Julio Franco,TEX,5.9
1991,Rafael Palmeiro,TEX,5.9
1991,Edgar Martinez,SEA,5.7
1991,Mickey Tettleton,DET,5.6
1991,Chris Sabo,CIN,5.4
1991,Robin Ventura,CHW,5.4
1991,Jose Canseco,OAK,5.3
1991,Paul O'Neill,CIN,5.3
1991,Paul Molitor,MIL,5.2
1991,Tony Gwynn,SDP,5.1
1991,Will Clark,SFG,5.1
1991,Ozzie Smith,STL,5.1
1991,Matt Williams,SFG,5.0
1991,John Kruk,PHI,4.9
1991,Dave Henderson,OAK,4.9
1991,Tony Phillips,DET,4.8
1991,Ruben Sierra,TEX,4.8
1991,Brett Butler,LAD,4.7
1991,Bobby Bonilla,PIT,4.7
1991,Robby Thompson,SFG,4.6
1992,Barry Bonds,PIT,9.6
1992,Ryne Sandberg,CHC,7.4
1992,Darren Daulton,PHI,7.2
1992,Frank Thomas,CHW,7.1
1992,Andy Van Slyke,PIT,6.5
1992,Gary Sheffield,SDP,6.5
1992,Mark McGwire,OAK,6.3
1992,Roberto Alomar,TOR,6.1
1992,Robin Ventura,CHW,6.1
1992,Edgar Martinez,SEA,6.0
1992,Kirby Puckett,MIN,5.9
1992,Devon White,TOR,5.9
1992,Kenny Lofton,CLE,5.8
1992,Dave Hollins,PHI,5.7
1992,Tim Raines,CHW,5.5
1992,Carlos Baerga,CLE,5.5
1992,Fred McGriff,SDP,5.5
1992,Steve Finley,HOU,5.4
1992,Ken Griffey Jr.,SEA,5.3
1992,Barry Larkin,CIN,5.3
1992,Larry Walker,MON,5.3
1992,Brady Anderson,BAL,5.3
1992,Shane Mack,MIN,5.2
1992,Marquis Grissom,MON,5.1
1992,Terry Pendleton,ATL,5.1
1992,Ozzie Smith,STL,5.1
1992,David Justice,ATL,5.1
1992,Mickey Tettleton,DET,5.0
1992,Ray Lankford,STL,4.8
1992,Bip Roberts,CIN,4.8
1993,Barry Bonds,SFG,10.5
1993,Ken Griffey Jr.,SEA,8.4
1993,John Olerud,TOR,8.1
1993,Mike Piazza,LAD,7.4
1993,Chris Hoiles,BAL,7.0
1993,Kenny Lofton,CLE,7.0
1993,Lenny Dykstra,PHI,6.8
1993,Jay Bell,PIT,6.6
1993,Frank Thomas,CHW,6.3
1993,Rafael Palmeiro,TEX,6.3
1993,Robby Thompson,SFG,6.1
1993,Matt Williams,SFG,5.9
1993,Ron Gant,ATL,5.7
1993,Roberto Alomar,TOR,5.7
1993,Juan Gonzalez,TEX,5.7
1993,Robin Ventura,CHW,5.5
1993,Marquis Grissom,MON,5.5
1993,Jeff Bagwell,HOU,5.5
1993,Luis Gonzalez,HOU,5.4
1993,Jeff Blauser,ATL,5.4
1993,Devon White,TOR,5.4
1993,Gregg Jefferies,STL,5.4
1993,Darren Daulton,PHI,5.3
1993,Tony Phillips,DET,5.2
1993,John Valentin,BOS,5.2
1993,David Justice,ATL,5.1
1993,Greg Vaughn,MIL,5.0
1993,Albert Belle,CLE,4.9
1993,Mark Grace,CHC,4.9
1993,John Kruk,PHI,4.9
1994,Jeff Bagwell,HOU,7.8
1994,Frank Thomas,CHW,7.0
1994,Ken Griffey Jr.,SEA,6.8
1994,Kenny Lofton,CLE,6.6
1994,Barry Bonds,SFG,6.0
1994,Albert Belle,CLE,5.3
1994,Fred McGriff,ATL,4.8
1994,Moises Alou,MON,4.7
1994,Cal Ripken Jr.,BAL,4.6
1994,Rafael Palmeiro,BAL,4.6
1994,Matt Williams,SFG,4.5
1994,Craig Biggio,HOU,4.4
1994,Larry Walker,MON,4.4
1994,Tony Phillips,DET,4.4
1994,Paul O'Neill,NYY,4.3
1994,Wade Boggs,NYY,4.2
1994,Kevin Mitchell,CIN,4.2
1994,Marquis Grissom,MON,4.1
1994,Tony Gwynn,SDP,4.0
1994,Ken Caminiti,HOU,3.9
1994,Sammy Sosa,CHC,3.8
1994,Mike Piazza,LAD,3.8
1994,David Justice,ATL,3.7
1994,Chuck Knoblauch,MIN,3.7
1994,Barry Larkin,CIN,3.7
1994,Jay Bell,PIT,3.6
1994,Jeff Conine,FLA,3.4
1994,Paul Molitor,TOR,3.4
1994,Chris Hoiles,BAL,3.3
1994,Bernie Williams,NYY,3.3
1995,John Valentin,BOS,8.2
1995,Barry Bonds,SFG,7.7
1995,Albert Belle,CLE,7.2
1995,Edgar Martinez,SEA,7.0
1995,Reggie Sanders,CIN,6.6
1995,Bernie Williams,NYY,6.4
1995,Chuck Knoblauch,MIN,6.4
1995,Craig Biggio,HOU,6.2
1995,Jim Thome,CLE,6.0
1995,Mike Piazza,LAD,6.0
1995,Tim Salmon,CAL,5.8
1995,Rafael Palmeiro,BAL,5.6
1995,Frank Thomas,CHW,5.4
1995,Jim Edmonds,CAL,5.3
1995,Barry Larkin,CIN,5.3
1995,Sammy Sosa,CHC,5.2
1995,Mo Vaughn,BOS,5.1
1995,Robin Ventura,CHW,4.8
1995,Mark Grace,CHC,4.7
1995,Larry Walker,COL,4.6
1995,Jeff Bagwell,HOU,4.5
1995,Tino Martinez,SEA,4.5
1995,Eric Karros,LAD,4.5
1995,Brian Jordan,STL,4.4
1995,Ray Lankford,STL,4.3
1995,Tim Naehring,BOS,4.1
1995,Cal Ripken Jr.,BAL,4.1
1995,Raul Mondesi,LAD,4.1
1995,Wade Boggs,NYY,4.0
1995,Kenny Lofton,CLE,3.8
1996,Ken Griffey Jr.,SEA,9.7
1996,Alex Rodriguez,SEA,9.2
1996,Barry Bonds,SFG,9.2
1996,Chuck Knoblauch,MIN,8.1
1996,Jeff Bagwell,HOU,7.7
1996,Bernard Gilkey,NYM,7.6
1996,Ken Caminiti,SDP,7.5
1996,Jim Thome,CLE,7.4
1996,Mark McGwire,OAK,7.3
1996,Ellis Burks,COL,7.2
1996,Brady Anderson,BAL,6.9
1996,Barry Larkin,CIN,6.8
1996,Mike Piazza,LAD,6.6
1996,Gary Sheffield,FLA,6.5
1996,Lance Johnson,NYM,6.4
1996,Chipper Jones,ATL,6.3
1996,Mo Vaughn,BOS,6.2
1996,Frank Thomas,CHW,6.1
1996,Edgar Martinez,SEA,5.9
1996,Ivan Rodriguez,TEX,5.6
1996,Ray Lankford,STL,5.5
1996,Sammy Sosa,CHC,5.5
1996,Steve Finley,SDP,5.4
1996,Brian Jordan,STL,5.3
1996,Albert Belle,CLE,5.2
1996,Roberto Alomar,BAL,5.2
1996,Robin Ventura,CHW,5.0
1996,Craig Biggio,HOU,4.8
1996,Rusty Greer,TEX,4.8
1996,Todd Hundley,NYM,4.7
1997,Craig Biggio,HOU,9.3
1997,Larry Walker,COL,9.1
1997,Mike Piazza,LAD,9.1
1997,Ken Griffey Jr.,SEA,9.0
1997,Barry Bonds,SFG,8.9
1997,Jeff Bagwell,HOU,8.0
1997,Frank Thomas,CHW,7.2
1997,Nomar Garciaparra,BOS,6.4
1997,Ivan Rodriguez,TEX,6.2
1997,Chuck Knoblauch,MIN,6.2
1997,Edgar Martinez,SEA,6.1
1997,Raul Mondesi,LAD,5.7
1997,Ray Lankford,STL,5.6
1997,Edgardo Alfonzo,NYM,5.6
1997,Mark McGwire,N/A,5.4
1997,Jay Bell,KCR,5.4
1997,Tino Martinez,NYY,5.3
1997,Jeff Blauser,ATL,5.2
1997,Kenny Lofton,ATL,5.2
1997,Jim Thome,CLE,5.1
1997,Bernie Williams,NYY,5.1
1997,Jeff Cirillo,MIL,5.0
1997,Jeromy Burnitz,MIL,4.9
1997,Rondell White,MON,4.7
1997,Mark Grace,CHC,4.7
1997,Manny Ramirez,CLE,4.6
1997,Tim Salmon,ANA,4.6
1997,Jason Kendall,PIT,4.5
1997,John Olerud,NYM,4.4
1997,Todd Hundley,NYM,4.4
1998,Barry Bonds,SFG,8.5
1998,Mark McGwire,STL,8.5
1998,John Olerud,NYM,8.1
1998,Alex Rodriguez,SEA,7.9
1998,Nomar Garciaparra,BOS,7.3
1998,Albert Belle,CHW,7.1
1998,Chipper Jones,ATL,7.1
1998,Sammy Sosa,CHC,7.1
1998,Andruw Jones,ATL,7.0
1998,Scott Rolen,PHI,7.0
1998,Brian Jordan,STL,6.9
1998,Rafael Palmeiro,BAL,6.9
1998,Moises Alou,HOU,6.8
1998,Jeff Bagwell,HOU,6.7
1998,Vladimir Guerrero,MON,6.7
1998,Mike Piazza,N/A,6.6
1998,Ken Griffey Jr.,SEA,6.6
1998,Craig Biggio,HOU,6.5
1998,Bobby Abreu,PHI,6.5
1998,Jeff Cirillo,MIL,6.5
1998,Ivan Rodriguez,TEX,6.4
1998,Mo Vaughn,BOS,6.3
1998,Ray Lankford,STL,6.2
1998,Derek Jeter,NYY,6.2
1998,Barry Larkin,CIN,5.9
1998,Robin Ventura,CHW,5.8
1998,Greg Vaughn,SDP,5.8
1998,Jason Kendall,PIT,5.8
1998,Derek Bell,HOU,5.7
1998,Carlos Delgado,TOR,5.7
1999,Jeff Bagwell,HOU,7.8
1999,Manny Ramirez,CLE,7.5
1999,Derek Jeter,NYY,7.4
1999,Robin Ventura,NYM,7.3
1999,Roberto Alomar,CLE,7.3
1999,Chipper Jones,ATL,7.3
1999,Andruw Jones,ATL,6.9
1999,Ivan Rodriguez,TEX,6.8
1999,Brian Giles,PIT,6.7
1999,Luis Gonzalez,ARI,6.6
1999,Bobby Abreu,PHI,6.3
1999,Nomar Garciaparra,BOS,6.3
1999,Randy Velarde,N/A,6.1
1999,Mark McGwire,STL,6.0
1999,Omar Vizquel,CLE,6.0
1999,Shawn Green,TOR,6.0
1999,Edgardo Alfonzo,NYM,5.9
1999,Carl Everett,HOU,5.9
1999,John Olerud,NYM,5.8
1999,Magglio Ordonez,CHW,5.5
1999,Rafael Palmeiro,TEX,5.4
1999,Edgar Martinez,SEA,5.3
1999,Sammy Sosa,CHC,5.3
1999,Mike Cameron,CIN,5.3
1999,Kevin Young,PIT,5.3
1999,Brady Anderson,BAL,5.2
1999,Jason Giambi,OAK,5.2
1999,Barry Larkin,CIN,5.1
1999,Craig Biggio,HOU,4.9
1999,Ken Griffey Jr.,SEA,4.9
2000,Alex Rodriguez,SEA,9.5
2000,Darin Erstad,ANA,8.7
2000,Todd Helton,COL,8.3
2000,Troy Glaus,ANA,8.2
2000,Jason Giambi,OAK,7.7
2000,Andruw Jones,ATL,7.7
2000,Barry Bonds,SFG,7.6
2000,Nomar Garciaparra,BOS,7.6
2000,Jeff Kent,SFG,7.4
2000,Carlos Delgado,TOR,7.4
2000,Richard Hidalgo,HOU,7.3
2000,Bobby Abreu,PHI,6.9
2000,Gary Sheffield,LAD,6.6
2000,Jim Edmonds,STL,6.5
2000,Edgardo Alfonzo,NYM,6.4
2000,Brian Giles,PIT,6.3
2000,Vladimir Guerrero,MON,6.2
2000,Jorge Posada,NYY,6.1
2000,Chipper Jones,ATL,6.0
2000,Jeff Bagwell,HOU,5.9
2000,Frank Thomas,CHW,5.9
2000,Mike Piazza,NYM,5.8
2000,Sammy Sosa,CHC,5.8
2000,Ken Griffey Jr.,CIN,5.4
2000,Edgar Martinez,SEA,5.3
2000,David Justice,N/A,5.2
2000,Roberto Alomar,CLE,5.0
2000,Shannon Stewart,TOR,4.9
2000,Bernie Williams,NYY,4.9
2000,Manny Ramirez,CLE,4.8
2001,Barry Bonds,SFG,12.5
2001,Sammy Sosa,CHC,9.9
2001,Jason Giambi,OAK,9.2
2001,Luis Gonzalez,ARI,8.9
2001,Alex Rodriguez,TEX,7.8
2001,Bret Boone,SEA,7.8
2001,Larry Walker,COL,7.6
2001,Albert Pujols,STL,7.2
2001,Rich Aurilia,SFG,7.1
2001,Todd Helton,COL,7.1
2001,Lance Berkman,HOU,6.8
2001,Shawn Green,LAD,6.7
2001,Roberto Alomar,CLE,6.6
2001,Cliff Floyd,FLA,6.5
2001,Jim Edmonds,STL,6.2
2001,Chipper Jones,ATL,6.1
2001,Ichiro Suzuki,SEA,6.0
2001,Corey Koskie,MIN,5.8
2001,Scott Rolen,PHI,5.6
2001,Phil Nevin,SDP,5.6
2001,Eric Chavez,OAK,5.5
2001,Brian Giles,PIT,5.5
2001,Mike Cameron,SEA,5.5
2001,Jim Thome,CLE,5.4
2001,Carlos Beltrán,KCR,5.4
2001,Bobby Abreu,PHI,5.3
2001,Troy Glaus,ANA,5.3
2001,Jeff Bagwell,HOU,5.2
2001,Manny Ramirez,BOS,5.2
2001,Paul Lo Duca,LAD,5.1
2002,Barry Bonds,SFG,12.7
2002,Alex Rodriguez,TEX,10.0
2002,Jim Thome,CLE,7.3
2002,Vladimir Guerrero,MON,7.1
2002,Brian Giles,PIT,6.9
2002,Jim Edmonds,STL,6.7
2002,Jeff Kent,SFG,6.7
2002,Jason Giambi,NYY,6.6
2002,Scott Rolen,N/A,6.5
2002,Andruw Jones,ATL,6.3
2002,Lance Berkman,HOU,6.1
2002,Chipper Jones,ATL,5.9
2002,Eric Chavez,OAK,5.7
2002,Alfonso Soriano,NYY,5.6
2002,Mike Cameron,SEA,5.5
2002,Todd Helton,COL,5.5
2002,Albert Pujols,STL,5.4
2002,Carlos Beltrán,KCR,5.4
2002,Larry Walker,COL,5.4
2002,Edgardo Alfonzo,NYM,5.3
2002,Manny Ramirez,BOS,5.3
2002,Derek Jeter,NYY,5.2
2002,Luis Gonzalez,ARI,5.2
2002,Bobby Abreu,PHI,5.2
2002,Sammy Sosa,CHC,5.1
2002,Corey Koskie,MIN,5.0
2002,Jacque Jones,MIN,5.0
2002,Bernie Williams,NYY,4.9
2002,Shawn Green,LAD,4.9
2002,Mark Kotsay,SDP,4.9
2003,Barry Bonds,SFG,10.2
2003,Albert Pujols,STL,9.5
2003,Alex Rodriguez,TEX,9.2
2003,Bret Boone,SEA,7.4
2003,Gary Sheffield,ATL,7.3
2003,Carlos Beltrán,KCR,6.9
2003,Marcus Giles,ATL,6.7
2003,Todd Helton,COL,6.6
2003,Jim Edmonds,STL,6.3
2003,Edgar Renteria,STL,6.3
2003,Scott Rolen,STL,6.2
2003,Jorge Posada,NYY,6.0
2003,Lance Berkman,HOU,6.0
2003,Richard Hidalgo,HOU,6.0
2003,Manny Ramirez,BOS,5.8
2003,Nomar Garciaparra,BOS,5.8
2003,Ichiro Suzuki,SEA,5.7
2003,Bobby Abreu,PHI,5.6
2003,Carlos Delgado,TOR,5.3
2003,Mike Cameron,SEA,5.3
2003,Andruw Jones,ATL,5.2
2003,Garret Anderson,ANA,5.1
2003,Alfonso Soriano,NYY,5.1
2003,Trot Nixon,BOS,5.0
2003,Jason Giambi,NYY,5.0
2003,Corey Koskie,MIN,4.9
2003,Luis Castillo,FLA,4.9
2003,Hank Blalock,TEX,4.8
2003,Bill Mueller,BOS,4.7
2003,Magglio Ordonez,CHW,4.6
2004,Barry Bonds,SFG,11.9
2004,Adrián Beltré,LAD,9.7
2004,Scott Rolen,STL,9.0
2004,J.D. Drew,ATL,8.6
2004,Jim Edmonds,STL,8.3
2004,Albert Pujols,STL,7.8
2004,Ichiro Suzuki,SEA,7.1
2004,Todd Helton,COL,7.0
2004,Alex Rodriguez,NYY,6.6
2004,Carlos Beltrán,N/A,6.4
2004,Melvin Mora,BAL,6.2
2004,Lance Berkman,HOU,6.2
2004,Miguel Tejada,BAL,6.0
2004,Moises Alou,CHC,5.9
2004,Vladimir Guerrero,ANA,5.9
2004,Mark Loretta,SDP,5.8
2004,Aaron Rowand,CHW,5.8
2004,Bobby Abreu,PHI,5.7
2004,Carlos Lee,CHW,5.5
2004,Carlos Guillen,DET,5.4
2004,Eric Chavez,OAK,5.3
2004,Andruw Jones,ATL,5.3
2004,Adam Dunn,CIN,5.3
2004,Carl Crawford,TBD,5.1
2004,Brad Wilkerson,MON,5.0
2004,Corey Patterson,CHC,5.0
2004,Brian Giles,SDP,5.0
2004,Jimmy Rollins,PHI,5.0
2004,Ivan Rodriguez,DET,4.7
2004,Travis Hafner,CLE,4.7
2005,Alex Rodriguez,NYY,9.1
2005,Andruw Jones,ATL,7.9
2005,Albert Pujols,STL,7.7
2005,Chase Utley,PHI,7.2
2005,Derrek Lee,CHC,7.0
2005,Brian Roberts,BAL,6.8
2005,Jim Edmonds,STL,6.1
2005,Morgan Ensberg,HOU,6.1
2005,Mark Teixeira,TEX,5.9
2005,Brian Giles,SDP,5.9
2005,David Wright,NYM,5.8
2005,Jason Bay,PIT,5.7
2005,Grady Sizemore,CLE,5.6
2005,Placido Polanco,N/A,5.4
2005,Travis Hafner,CLE,5.3
2005,David Ortiz,BOS,5.3
2005,Vladimir Guerrero,LAA,5.3
2005,Coco Crisp,CLE,5.2
2005,Eric Chavez,OAK,5.2
2005,Marcus Giles,ATL,5.2
2005,Miguel Cabrera,FLA,5.1
2005,Randy Winn,N/A,5.1
2005,Geoff Jenkins,MIL,4.9
2005,Carl Crawford,TBD,4.8
2005,Miguel Tejada,BAL,4.7
2005,Victor Martinez,CLE,4.7
2005,Felipe Lopez,CIN,4.7
2005,Julio Lugo,TBD,4.6
2005,Rafael Furcal,ATL,4.5
2005,Derek Jeter,NYY,4.4
2006,Albert Pujols,STL,8.1
2006,Grady Sizemore,CLE,7.9
2006,Carlos Beltrán,NYM,7.8
2006,Chase Utley,PHI,7.2
2006,Miguel Cabrera,FLA,6.3
2006,Derek Jeter,NYY,6.1
2006,Lance Berkman,HOU,6.1
2006,Andruw Jones,ATL,6.0
2006,Travis Hafner,CLE,6.0
2006,Ryan Howard,PHI,5.9
2006,Joe Mauer,MIN,5.8
2006,Carlos Guillen,DET,5.8
2006,Vernon Wells,TOR,5.8
2006,José Reyes,NYM,5.7
2006,Ichiro Suzuki,SEA,5.6
2006,Scott Rolen,STL,5.5
2006,Alfonso Soriano,WSN,5.4
2006,Garrett Atkins,COL,5.4
2006,David Ortiz,BOS,5.3
2006,Jason Bay,PIT,5.2
2006,Bill Hall,MIL,5.1
2006,Miguel Tejada,BAL,4.9
2006,Nick Johnson,WSN,4.9
2006,Jim Thome,CHW,4.8
2006,David Wright,NYM,4.7
2006,Carl Crawford,TBD,4.7
2006,Adrián Beltré,SEA,4.6
2006,Freddy Sanchez,PIT,4.6
2006,Mike Cameron,SDP,4.5
2006,Reed Johnson,TOR,4.4
2007,Alex Rodriguez,NYY,9.6
2007,David Wright,NYM,8.4
2007,Magglio Ordonez,DET,8.0
2007,Curtis Granderson,DET,7.9
2007,Albert Pujols,STL,7.7
2007,Chase Utley,PHI,7.7
2007,Chipper Jones,ATL,6.9
2007,Matt Holliday,COL,6.9
2007,Alfonso Soriano,CHC,6.7
2007,Jimmy Rollins,PHI,6.5
2007,Grady Sizemore,CLE,6.4
2007,David Ortiz,BOS,6.3
2007,Ichiro Suzuki,SEA,6.1
2007,Carlos Pena,TBD,5.9
2007,Jorge Posada,NYY,5.6
2007,José Reyes,NYM,5.6
2007,Russell Martin,LAD,5.5
2007,Aaron Rowand,PHI,5.4
2007,Victor Martinez,CLE,5.4
2007,Placido Polanco,DET,5.3
2007,Troy Tulowitzki,COL,5.2
2007,Hanley Ramirez,FLA,5.2
2007,Alex Rios,TOR,5.2
2007,Carlos Beltrán,NYM,5.1
2007,Miguel Cabrera,FLA,5.0
2007,Brian Roberts,BAL,4.9
2007,Orlando Cabrera,LAA,4.8
2007,Aramis Ramirez,CHC,4.8
2007,Robinson Canó,NYY,4.7
2007,Prince Fielder,MIL,4.7
2008,Albert Pujols,STL,8.7
2008,Brian McCann,ATL,8.6
2008,Chase Utley,PHI,8.2
2008,Russell Martin,LAD,7.9
2008,Lance Berkman,HOU,7.7
2008,Hanley Ramirez,FLA,7.4
2008,Grady Sizemore,CLE,7.4
2008,Carlos Beltrán,NYM,7.2
2008,Chipper Jones,ATL,7.1
2008,David Wright,NYM,7.0
2008,Mark Teixeira,N/A,6.9
2008,Dustin Pedroia,BOS,6.4
2008,Joe Mauer,MIN,6.4
2008,Kevin Youkilis,BOS,6.2
2008,Nick Markakis,BAL,6.1
2008,Manny Ramirez,N/A,5.9
2008,Matt Holliday,COL,5.9
2008,Alex Rodriguez,NYY,5.8
2008,José Reyes,NYM,5.8
2008,Evan Longoria,TBR,5.6
2008,Alex Rios,TOR,5.5
2008,Ryan Ludwick,STL,5.3
2008,Randy Winn,SFG,5.1
2008,Jimmy Rollins,PHI,5.0
2008,Ian Kinsler,TEX,4.8
2008,Troy Glaus,STL,4.8
2008,B.J. Upton,TBR,4.8
2008,Brian Roberts,BAL,4.8
2008,Carlos Quentin,CHW,4.7
2008,Ryan Braun,MIL,4.5
2009,Ben Zobrist,TBR,8.7
2009,Joe Mauer,MIN,8.4
2009,Albert Pujols,STL,8.4
2009,Chase Utley,PHI,8.2
2009,Evan Longoria,TBR,7.2
2009,Hanley Ramirez,FLA,7.1
2009,Derek Jeter,NYY,6.7
2009,Chone Figgins,LAA,6.6
2009,Ryan Zimmerman,WSN,6.6
2009,Brian McCann,ATL,6.3
2009,Franklin Gutierrez,SEA,6.1
2009,Carl Crawford,TBR,5.9
2009,Kevin Youkilis,BOS,5.9
2009,Prince Fielder,MIL,5.9
2009,Adrián González,SDP,5.8
2009,Ichiro Suzuki,SEA,5.5
2009,Matt Holliday,N/A,5.4
2009,Troy Tulowitzki,COL,5.3
2009,Jason Bartlett,TBR,5.3
2009,Derrek Lee,CHC,5.2
2009,Pablo Sandoval,SFG,5.2
2009,Mark Teixeira,NYY,5.2
2009,Shin-Soo Choo,CLE,5.1
2009,Yadier Molina,STL,5.1
2009,Miguel Cabrera,DET,5.1
2009,Ryan Braun,MIL,5.0
2009,Justin Upton,ARI,4.9
2009,Matt Kemp,LAD,4.9
2009,J.D. Drew,BOS,4.9
2009,Nyjer Morgan,N/A,4.8
