Year,Player Name,Team,WAR
2010,Josh Hamilton,TEX,8.4
2010,Carl Crawford,TBR,7.7
2010,Evan Longoria,TBR,7.5
2010,Joey Votto,CIN,6.9
2010,Albert Pujols,STL,6.8
2010,Brian McCann,ATL,6.7
2010,Ryan Zimmerman,WSN,6.6
2010,José Bautista,TOR,6.5
2010,Adrián Beltré,BOS,6.4
2010,Robinson Canó,NYY,6.4
2010,Andres Torres,SFG,6.3
2010,Matt Holliday,STL,6.2
2010,Brett Gardner,NYY,6.2
2010,Shin-Soo Choo,CLE,6.1
2010,Miguel Cabrera,DET,6.1
2010,Rickie Weeks Jr.,MIL,5.9
2010,Carlos González,COL,5.7
2010,Aubrey Huff,SFG,5.7
2010,Joe Mauer,MIN,5.7
2010,Troy Tulowitzki,COL,5.5
2010,Kelly Johnson,ARI,5.3
2010,Chase Utley,PHI,5.2
2010,Jay Bruce,CIN,5.1
2010,Jayson Werth,PHI,5.0
2010,Yadier Molina,STL,5.0
2010,Daric Barton,OAK,5.0
2010,Ángel Pagán,NYM,4.9
2010,Stephen Drew,ARI,4.8
2010,Ichiro Suzuki,SEA,4.8
2010,Jason Heyward,ATL,4.6
2011,Jacoby Ellsbury,BOS,9.5
2011,Matt Kemp,LAD,8.3
2011,José Bautista,TOR,8.1
2011,Dustin Pedroia,BOS,7.9
2011,Ian Kinsler,TEX,7.3
2011,Ryan Braun,MIL,7.1
2011,Brian McCann,ATL,6.9
2011,Curtis Granderson,NYY,6.9
2011,Alex Gordon,KCR,6.6
2011,Miguel Cabrera,DET,6.6
2011,Ben Zobrist,TBR,6.4
2011,Joey Votto,CIN,6.4
2011,Evan Longoria,TBR,6.3
2011,Justin Upton,ARI,6.3
2011,Adrián González,BOS,6.2
2011,Miguel Montero,ARI,5.9
2011,Yadier Molina,STL,5.9
2011,José Reyes,NYM,5.8
2011,Matt Wieters,BAL,5.7
2011,Shane Victorino,PHI,5.6
2011,Adrián Beltré,TEX,5.5
2011,Andrew McCutchen,PIT,5.4
2011,Howie Kendrick,LAA,5.4
2011,Troy Tulowitzki,COL,5.4
2011,Brandon Phillips,CIN,5.4
2011,Robinson Canó,NYY,5.2
2011,Brett Gardner,NYY,5.1
2011,Jhonny Peralta,DET,4.8
2011,Lance Berkman,STL,4.7
2011,Prince Fielder,MIL,4.7
2012,Buster Posey,SFG,10.1
2012,Mike Trout,LAA,10.1
2012,Yadier Molina,STL,7.7
2012,Robinson Canó,NYY,7.3
2012,Andrew McCutchen,PIT,7.3
2012,Miguel Cabrera,DET,7.3
2012,Chase Headley,SDP,7.2
2012,Ryan Braun,MIL,6.8
2012,David Wright,NYM,6.6
2012,Adrián Beltré,TEX,6.3
2012,Ben Zobrist,TBR,5.7
2012,Miguel Montero,ARI,5.6
2012,Aramis Ramirez,MIL,5.4
2012,Michael Bourn,ATL,5.3
2012,Jason Heyward,ATL,5.3
2012,Austin Jackson,DET,5.1
2012,Prince Fielder,DET,5.0
2012,Aaron Hill,ARI,5.0
2012,Alex Gordon,KCR,5.0
2012,Josh Hamilton,TEX,4.9
2012,Torii Hunter,LAA,4.7
2012,Jimmy Rollins,PHI,4.7
2012,Matt Holliday,STL,4.6
2012,Ángel Pagán,SFG,4.6
2012,Joe Mauer,MIN,4.6
2012,Edwin Encarnación,TOR,4.6
2012,Martín Prado,ATL,4.5
2012,Matt Wieters,BAL,4.5
2012,Adam Jones,BAL,4.4
2012,Bryce Harper,WSN,4.4
2013,Mike Trout,LAA,10.2
2013,Miguel Cabrera,DET,8.6
2013,Andrew McCutchen,PIT,8.1
2013,Yadier Molina,STL,7.8
2013,Josh Donaldson,OAK,7.3
2013,Matt Carpenter,STL,7.2
2013,Chris Davis,BAL,7.1
2013,Jonathan Lucroy,MIL,7.0
2013,Buster Posey,SFG,6.9
2013,Carlos Gómez,MIL,6.7
2013,Shin-Soo Choo,CIN,6.4
2013,Paul Goldschmidt,ARI,6.0
2013,Robinson Canó,NYY,5.9
2013,Joey Votto,CIN,5.7
2013,Evan Longoria,TBR,5.5
2013,Russell Martin,PIT,5.4
2013,Joe Mauer,MIN,5.2
2013,Jason Kipnis,CLE,5.1
2013,Manny Machado,BAL,5.0
2013,Freddie Freeman,ATL,5.0
2013,Adam Jones,BAL,4.9
2013,Adrián Beltré,TEX,4.9
2013,Troy Tulowitzki,COL,4.9
2013,Dustin Pedroia,BOS,4.9
2013,Shane Victorino,BOS,4.7
2013,Jacoby Ellsbury,BOS,4.6
2013,Hunter Pence,SFG,4.5
2013,Alex Gordon,KCR,4.4
2013,Jayson Werth,WSN,4.4
2013,Ian Desmond,WSN,4.3
2014,Mike Trout,LAA,8.3
2014,Jonathan Lucroy,MIL,8.2
2014,Buster Posey,SFG,7.6
2014,Andrew McCutchen,PIT,7.4
2014,Giancarlo Stanton,MIA,6.8
2014,Michael Brantley,CLE,6.5
2014,Anthony Rendon,WSN,6.4
2014,José Bautista,TOR,6.2
2014,Adrián Beltré,TEX,5.9
2014,Carlos Gómez,MIL,5.7
2014,Josh Donaldson,OAK,5.7
2014,Robinson Canó,SEA,5.6
2014,Yasiel Puig,LAD,5.5
2014,Alex Gordon,KCR,5.4
2014,Anthony Rizzo,CHC,5.3
2014,José Abreu,CHW,5.3
2014,Jayson Werth,WSN,5.3
2014,Jose Altuve,HOU,5.2
2014,Miguel Cabrera,DET,5.2
2014,Kyle Seager,SEA,5.2
2014,Yan Gomes,CLE,5.1
2014,Josh Harrison,PIT,4.8
2014,Ben Zobrist,TBR,4.7
2014,Jason Heyward,ATL,4.7
2014,Adam Jones,BAL,4.7
2014,Howie Kendrick,LAA,4.6
2014,Jhonny Peralta,STL,4.6
2014,Todd Frazier,CIN,4.5
2014,Victor Martinez,DET,4.5
2014,Ian Kinsler,DET,4.5
2015,Bryce Harper,WSN,9.3
2015,Mike Trout,LAA,9.3
2015,Josh Donaldson,TOR,8.7
2015,Joey Votto,CIN,7.3
2015,Paul Goldschmidt,ARI,7.2
2015,Buster Posey,SFG,6.8
2015,AJ Pollock,ARI,6.8
2015,Manny Machado,BAL,6.6
2015,Lorenzo Cain,KCR,6.1
2015,Kris Bryant,CHC,6.1
2015,Andrew McCutchen,PIT,6.0
2015,Francisco Cervelli,PIT,5.9
2015,Yoenis Cespedes,N/A,5.8
2015,Jason Heyward,STL,5.6
2015,Chris Davis,BAL,5.4
2015,Curtis Granderson,NYM,5.3
2015,Matt Carpenter,STL,5.3
2015,Anthony Rizzo,CHC,5.2
2015,José Bautista,TOR,5.2
2015,J.D. Martinez,DET,5.2
2015,Nelson Cruz,SEA,5.0
2015,Dee Strange-Gordon,MIA,4.8
2015,Mookie Betts,BOS,4.8
2015,Xander Bogaerts,BOS,4.6
2015,Miguel Cabrera,DET,4.6
2015,Edwin Encarnación,TOR,4.5
2015,Jason Kipnis,CLE,4.5
2015,Nolan Arenado,COL,4.5
2015,Russell Martin,TOR,4.5
2015,Jose Altuve,HOU,4.4
2016,Mike Trout,LAA,8.6
2016,Mookie Betts,BOS,8.2
2016,Kris Bryant,CHC,7.9
2016,Josh Donaldson,TOR,6.9
2016,Robinson Canó,SEA,6.8
2016,Adam Eaton,CHW,6.8
2016,Jose Altuve,HOU,6.7
2016,Brian Dozier,MIN,6.7
2016,Buster Posey,SFG,6.6
2016,Freddie Freeman,ATL,6.6
2016,Jean Segura,ARI,6.2
2016,Manny Machado,BAL,6.2
2016,Kyle Seager,SEA,6.1
2016,Nolan Arenado,COL,5.9
2016,Ian Kinsler,DET,5.8
2016,Christian Yelich,MIA,5.7
2016,Jackie Bradley Jr.,BOS,5.6
2016,Adrián Beltré,TEX,5.5
2016,José Ramírez,CLE,5.3
2016,Francisco Lindor,CLE,5.3
2016,Miguel Cabrera,DET,5.1
2016,Corey Seager,LAD,5.1
2016,Daniel Murphy,WSN,5.0
2016,Anthony Rizzo,CHC,4.9
2016,Joey Votto,CIN,4.8
2016,DJ LeMahieu,COL,4.7
2016,Ender Inciarte,ATL,4.7
2016,Paul Goldschmidt,ARI,4.6
2016,Jonathan Lucroy,N/A,4.6
2016,George Springer,HOU,4.6
2017,Aaron Judge,NYY,8.8
2017,Jose Altuve,HOU,7.5
2017,Kris Bryant,CHC,7.0
2017,Giancarlo Stanton,MIA,6.8
2017,José Ramírez,CLE,6.7
2017,Tommy Pham,STL,6.3
2017,Mike Trout,LAA,6.3
2017,Brian Dozier,MIN,6.2
2017,Francisco Lindor,CLE,6.1
2017,Joey Votto,CIN,6.1
2017,Nolan Arenado,COL,6.1
2017,Anthony Rendon,WSN,5.9
2017,Justin Turner,LAD,5.9
2017,Marcell Ozuna,MIA,5.7
2017,Paul Goldschmidt,ARI,5.5
2017,Corey Seager,LAD,5.4
2017,Mookie Betts,BOS,5.4
2017,Charlie Blackmon,COL,5.3
2017,Buster Posey,SFG,4.9
2017,Andrelton Simmons,LAA,4.9
2017,Travis Shaw,MIL,4.7
2017,Chris Taylor,LAD,4.7
2017,Lorenzo Cain,KCR,4.7
2017,Avisaíl García,CHW,4.7
2017,George Springer,HOU,4.7
2017,Marwin Gonzalez,HOU,4.6
2017,Freddie Freeman,ATL,4.6
2017,Jonathan Schoop,BAL,4.5
2017,Justin Upton,N/A,4.4
2017,Alex Bregman,HOU,4.4
2018,Mookie Betts,BOS,10.4
2018,Mike Trout,LAA,9.5
2018,José Ramírez,CLE,8.1
2018,Alex Bregman,HOU,8.0
2018,Francisco Lindor,CLE,7.8
2018,Christian Yelich,MIL,7.7
2018,Manny Machado,N/A,7.0
2018,Matt Chapman,OAK,6.3
2018,Nolan Arenado,COL,6.2
2018,Javier Báez,CHC,6.1
2018,Lorenzo Cain,MIL,6.1
2018,Anthony Rendon,WSN,5.9
2018,Jose Altuve,HOU,5.8
2018,J.D. Martinez,BOS,5.8
2018,Jed Lowrie,OAK,5.2
2018,Paul Goldschmidt,ARI,5.1
2018,Andrew Benintendi,BOS,5.0
2018,Whit Merrifield,KCR,4.9
2018,Trea Turner,WSN,4.8
2018,J.T. Realmuto,MIA,4.8
2018,Brandon Nimmo,NYM,4.8
2018,Freddie Freeman,ATL,4.8
2018,Mitch Haniger,SEA,4.7
2018,Trevor Story,COL,4.6
2018,Matt Carpenter,STL,4.6
2018,Yasmani Grandal,LAD,4.6
2018,Andrelton Simmons,LAA,4.5
2018,Xander Bogaerts,BOS,4.4
2018,Eugenio Suárez,CIN,4.3
2018,Aaron Hicks,NYY,4.3
2019,Mike Trout,LAA,8.3
2019,Alex Bregman,HOU,8.2
2019,Cody Bellinger,LAD,7.8
2019,Christian Yelich,MIL,7.2
2019,Anthony Rendon,WSN,6.8
2019,Rafael Devers,BOS,6.7
2019,Marcus Semien,OAK,6.5
2019,Nolan Arenado,COL,6.5
2019,Mookie Betts,BOS,6.4
2019,Trevor Story,COL,6.3
2019,George Springer,HOU,6.2
2019,Ketel Marte,ARI,6.2
2019,Xander Bogaerts,BOS,5.9
2019,Francisco Lindor,CLE,5.8
2019,DJ LeMahieu,NYY,5.8
2019,Javier Báez,CHC,5.8
2019,Juan Soto,WSN,5.7
2019,Matt Chapman,OAK,5.7
2019,J.T. Realmuto,PHI,5.6
2019,Yoán Moncada,CHW,5.5
2019,Ronald Acuña Jr.,ATL,5.4
2019,Yasmani Grandal,MIL,5.3
2019,Josh Donaldson,ATL,5.2
2019,Jeff McNeil,NYM,4.9
2019,Max Muncy,LAD,4.8
2019,Carlos Santana,CLE,4.8
2019,Kris Bryant,CHC,4.7
2019,Tim Anderson,CHW,4.5
2019,Austin Meadows,TBR,4.5
2019,Pete Alonso,NYM,4.4
2020,Fernando Tatis Jr.,SDP,3.3
2020,José Ramírez,CLE,3.2
2020,Freddie Freeman,ATL,3.2
2020,Mookie Betts,LAD,2.9
2020,José Abreu,CHW,2.8
2020,Trea Turner,WSN,2.7
2020,Manny Machado,SDP,2.6
2020,Juan Soto,WSN,2.6
2020,Mike Trout,LAA,2.5
2020,Marcell Ozuna,ATL,2.5
2020,Anthony Rendon,LAA,2.5
2020,Tim Anderson,CHW,2.4
2020,DJ LeMahieu,NYY,2.4
2020,Ronald Acuña Jr.,ATL,2.4
2020,Brandon Lowe,TBR,2.3
2020,Paul Goldschmidt,STL,2.3
2020,Trent Grisham,SDP,2.3
2020,Dansby Swanson,ATL,2.3
2020,Corey Seager,LAD,2.1
2020,Trevor Story,COL,2.1
2020,Michael Conforto,NYM,2.1
2020,César Hernández,CLE,2.1
2020,Mike Yastrzemski,SFG,2.0
2020,Ian Happ,CHC,2.0
2020,Nelson Cruz,MIN,2.0
2020,Kyle Lewis,SEA,2.0
2020,Wil Myers,SDP,2.0
2020,Bryce Harper,PHI,1.9
2020,Jeimer Candelario,DET,1.9
2020,Francisco Lindor,CLE,1.9
2021,Fernando Tatis Jr.,SDP,7.3
2021,Juan Soto,WSN,7.0
2021,Trea Turner,N/A,6.9
2021,José Ramírez,CLE,6.6
2021,Bryce Harper,PHI,6.6
2021,Brandon Crawford,SFG,6.3
2021,Vladimir Guerrero Jr.,TOR,6.3
2021,Marcus Semien,TOR,6.3
2021,Carlos Correa,HOU,6.2
2021,Bryan Reynolds,PIT,6.0
2021,Nicky Lopez,KCR,6.0
2021,Cedric Mullins,BAL,5.9
2021,Aaron Judge,NYY,5.6
2021,Tyler O'Neill,STL,5.5
2021,Jose Altuve,HOU,5.3
2021,Starling Marte,N/A,5.3
2021,Bo Bichette,TOR,5.1
2021,Shohei Ohtani,LAA,5.1
2021,Matt Olson,OAK,5.0
2021,Freddie Freeman,ATL,4.9
2021,Brandon Lowe,TBR,4.9
2021,Paul Goldschmidt,STL,4.9
2021,Max Muncy,LAD,4.8
2021,Austin Riley,ATL,4.8
2021,Kyle Tucker,HOU,4.7
2021,Tim Anderson,CHW,4.6
2021,J.T. Realmuto,PHI,4.6
2021,Xander Bogaerts,BOS,4.3
2021,Manny Machado,SDP,4.3
2021,Justin Turner,LAD,4.3
2022,Aaron Judge,NYY,11.6
2022,Manny Machado,SDP,7.5
2022,Nolan Arenado,STL,7.2
2022,Freddie Freeman,LAD,7.1
2022,Paul Goldschmidt,STL,7.0
2022,Yordan Alvarez,HOU,6.7
2022,Jose Altuve,HOU,6.6
2022,Francisco Lindor,NYM,6.6
2022,Mookie Betts,LAD,6.6
2022,J.T. Realmuto,PHI,6.5
2022,Dansby Swanson,ATL,6.4
2022,Trea Turner,LAD,6.4
2022,José Ramírez,CLE,6.4
2022,Andrés Giménez,CLE,6.2
2022,Xander Bogaerts,BOS,6.0
2022,Jeff McNeil,NYM,5.7
2022,Austin Riley,ATL,5.6
2022,Tommy Edman,STL,5.6
2022,Alex Bregman,HOU,5.5
2022,Julio Rodríguez,SEA,5.4
2022,Brandon Nimmo,NYM,5.2
2022,Sean Murphy,OAK,5.0
2022,Kyle Tucker,HOU,4.8
2022,Rafael Devers,BOS,4.8
2022,Daulton Varsho,ARI,4.8
2022,Willy Adames,MIL,4.6
2022,Steven Kwan,CLE,4.5
2022,Bo Bichette,TOR,4.5
2022,Carlos Correa,MIN,4.4
2022,Corey Seager,TEX,4.3
2023,Ronald Acuña Jr.,ATL,8.3
2023,Mookie Betts,LAD,8.3
2023,Freddie Freeman,LAD,7.9
2023,Matt Olson,ATL,6.7
2023,Shohei Ohtani,LAA,6.6
2023,Marcus Semien,TEX,6.3
2023,Corey Seager,TEX,6.1
2023,Francisco Lindor,NYM,6.0
2023,Corbin Carroll,ARI,6.0
2023,Julio Rodríguez,SEA,5.9
2023,Bobby Witt Jr.,KCR,5.7
2023,Juan Soto,SDP,5.5
2023,William Contreras,MIL,5.4
2023,Austin Riley,ATL,5.2
2023,José Ramírez,CLE,5.1
2023,Adley Rutschman,BAL,5.1
2023,Luis Robert Jr.,CHW,5.0
2023,Dansby Swanson,CHC,4.9
2023,Kyle Tucker,HOU,4.9
2023,J.P. Crawford,SEA,4.9
2023,Adolis García,TEX,4.8
2023,Yandy Díaz,TBR,4.7
2023,Cal Raleigh,SEA,4.7
2023,Nico Hoerner,CHC,4.7
2023,Gunnar Henderson,BAL,4.6
2023,Xander Bogaerts,SDP,4.4
2023,TJ Friedl,CIN,4.4
2023,Will Smith,LAD,4.4
2023,Brandon Nimmo,NYM,4.4
2023,Fernando Tatis Jr.,SDP,4.4
